flow_duration,Header_Length,Protocol Type,Rate,IAT,Device_Type,Direction,Message_Type,Priority,Timestamp,Packet_Loss,Latency,Jitter,label
0.0,55.06,DNP3,2.8773978464025465,1000.0,IED,1,Control,2,2024-01-03 07:33:31,0.0005914101539522546,68.56567008991007,4.7221377685823915,SmartGrid
89.55786504983902,195247.82,DNP3,33.43902124732167,1000.0,Substation,1,Measurement,4,2024-01-03 07:33:32,0.0008526765817440231,36.51792730852355,7.732846741912215,SmartGrid
0.7268169164657593,15853.8,Modbus,34.30912275144038,0.0219109058380126,Substation,1,Event,4,2024-01-03 07:33:33,0.0009987352136734782,3.2526880876105113,0.2225404194080416,SmartGrid
28.714496397972106,2772599.8,Modbus,87.220746718415,1000.0,IED,1,Status,1,2024-01-03 07:33:34,0.000313461440919527,73.29564095896049,2.3131876247555927,SmartGrid
0.0,0.0,Modbus,0.0,1000.0,Substation,1,Status,1,2024-01-03 07:33:35,0.0007487801618096337,13.230198455807296,2.6818020544447463,SmartGrid
11.95630738735199,903619.6,DNP3,82.46056705973481,1000.0,Substation,0,Status,2,2024-01-03 07:33:36,0.0006696065688356843,50.989209765399714,6.871939471431271,SmartGrid
0.0,54.31,Modbus,30.01290876565293,1000.0,Substation,0,Control,3,2024-01-03 07:33:37,0.0004556217061838815,62.821175519598505,3.225557236840777,SmartGrid
0.0,54.0,DNP3,2.926757514711229,1000.0,IED,0,Measurement,1,2024-01-03 07:33:38,7.346724645704072e-06,66.48936640118784,0.12860994499704237,SmartGrid
0.0,0.0,Modbus,38.66691327252311,1000.0,IED,1,Measurement,4,2024-01-03 07:33:39,0.0002206106309856234,25.589063403994082,8.7972404802914,SmartGrid
0.0,54.0,DNP3,2.849043399761476,1000.0,SmartMeter,1,Status,1,2024-01-03 07:33:40,0.0009277318409259316,93.4455086884525,3.4600864207161197,SmartGrid
0.0168218874931335,43.27,IEC61850,53.2762591479212,1000.0,RTU,1,Status,2,2024-01-03 07:33:41,0.0003158138444548,12.959309162501265,3.2381012725254097,SmartGrid
0.0156462621688842,6279.5,IEC60870-5,100.0,1000.0,IED,0,Event,3,2024-01-03 07:33:42,0.00031148639721585215,70.1878767936713,3.1048384261564665,SmartGrid
0.0,54.0,IEC60870-5,11.62314262119726,1000.0,RTU,0,Measurement,3,2024-01-03 07:33:43,0.0009586876461764171,66.09581004714093,0.6104143060630052,SmartGrid
0.0,0.0,IEC61850,0.9978785317260264,1000.0,Substation,0,Event,2,2024-01-03 07:33:44,0.0009642988992625207,91.08171975885921,2.0895667608398782,SmartGrid
0.0,54.0,IEC61850,6.687382479711309,1000.0,Substation,1,Status,1,2024-01-03 07:33:45,0.00047279066177167327,70.6639720242863,5.440792101886144,SmartGrid
0.0755477643013,47425.0,IEC61850,100.0,1000.0,SmartMeter,1,Control,4,2024-01-03 07:33:46,0.0006929914674214199,51.91494102465022,8.393054409799408,SmartGrid
0.0,54.0,DNP3,19.81590590725372,1000.0,Substation,0,Status,2,2024-01-03 07:33:47,0.000939385590074491,8.232552057247243,6.3623598255756235,SmartGrid
0.4304495215415954,31350.0,IEC60870-5,100.0,1000.0,Substation,1,Event,3,2024-01-03 07:33:48,0.0008434579620497083,85.31825371453955,6.874968286894395,SmartGrid
0.0,54.0,Modbus,1.7618506744450189,1000.0,IED,0,Status,2,2024-01-03 07:33:49,0.0007036380875658559,47.54662451337814,6.298357315123814,SmartGrid
0.0,81.0,IEC61850,30.083797392804804,1000.0,SmartMeter,1,Status,1,2024-01-03 07:33:50,6.526037905297034e-05,70.28973488280926,1.3311067517164932,SmartGrid
0.0344173502922058,22302.13,IEC61850,100.0,1000.0,RTU,1,Configuration,3,2024-01-03 07:33:51,3.2240646372195035e-05,66.99686325478662,3.261412619987376,SmartGrid
0.0,54.0,IEC60870-5,4.257610409174006,1000.0,RTU,1,Control,2,2024-01-03 07:33:52,0.0006846481484164588,37.513682605269196,6.315622786624882,SmartGrid
0.059281358718872,184.44,DNP3,6.073310390590749,1000.0,RTU,1,Measurement,3,2024-01-03 07:33:53,0.000697097068411476,31.1760020865376,5.564781417431263,SmartGrid
0.0,54.0,IEC61850,67.3534918825173,1000.0,Substation,0,Measurement,4,2024-01-03 07:33:54,0.00030122598590949545,54.52217468454854,8.523699594951925,SmartGrid
0.1031380462646484,18225.0,IEC61850,100.0,1000.0,IED,1,Measurement,3,2024-01-03 07:33:55,0.0004118175946295767,81.04440620227841,3.135724161924686,SmartGrid
0.0499875211715698,57.2,IEC61850,0.4002238864990877,1000.0,SmartMeter,1,Status,1,2024-01-03 07:33:56,0.00023190746125882188,0.44259249695082215,0.9552032613775951,SmartGrid
0.2542351818084716,73.78,Modbus,1.7888167203875276,1000.0,IED,1,Control,2,2024-01-03 07:33:57,0.0008550832978162499,53.78997934717946,2.487009780305484,SmartGrid
3.480911254882813e-07,98.46,IEC61850,100.0,1000.0,RTU,1,Status,4,2024-01-03 07:33:58,0.0005918610805897105,26.754887747309287,0.7586557368873081,SmartGrid
0.0,757.0,DNP3,5.407027207854445,1000.0,Substation,0,Status,4,2024-01-03 07:33:59,0.0004723463703779807,81.24837847721254,4.403297970986712,SmartGrid
0.0,54.0,Modbus,92.13593128748106,1000.0,IED,1,Measurement,1,2024-01-03 07:34:00,0.0005828012569130209,80.57295304364735,9.506010240521757,SmartGrid
0.0,0.0,DNP3,15.836317058298263,1000.0,IED,0,Configuration,1,2024-01-03 07:34:01,0.0006071135156664833,40.994570979889176,9.587438873856405,SmartGrid
0.0,54.0,DNP3,1.3299817727381582,1000.0,Substation,1,Event,2,2024-01-03 07:34:02,6.832496140505084e-05,62.28957600502001,1.9694908644682063,SmartGrid
5.8777321076393125,84.0,DNP3,0.3402672976889092,1000.0,DER,0,Control,2,2024-01-03 07:34:03,0.0009163432042362842,38.79445646760227,2.5329564156225057,SmartGrid
0.5380050683021546,70.74,IEC61850,1.29023520672696,1000.0,Substation,1,Status,2,2024-01-03 07:34:04,0.0007622057671109202,21.92149432105177,7.573881139878619,SmartGrid
0.0,0.0,IEC61850,2.6227672295000946,1000.0,IED,0,Measurement,4,2024-01-03 07:34:05,0.00019758380737976535,76.01414142578817,3.3990419863359134,SmartGrid
0.0,54.0,DNP3,19.246972056743715,1000.0,Substation,0,Measurement,1,2024-01-03 07:34:06,0.0009136076805417652,14.874044036180912,9.415749518289223,SmartGrid
0.0,54.0,IEC61850,1.7329761584306342,1000.0,RTU,0,Measurement,1,2024-01-03 07:34:07,0.0007450406900083271,26.871642502803795,6.906783671859546,SmartGrid
0.0,54.0,IEC61850,1.9724618386394848,1000.0,Substation,0,Event,1,2024-01-03 07:34:08,0.00023169454956993785,24.558739119730966,2.987363975391557,SmartGrid
0.0036340904235839,55.34,IEC61850,20.12113402939337,1000.0,IED,0,Measurement,1,2024-01-03 07:34:09,0.0008421455095911294,75.41843823181074,3.5349638338996856,SmartGrid
0.0,54.0,IEC61850,91.32445702465844,1000.0,Substation,1,Measurement,1,2024-01-03 07:34:10,0.0001607892007732439,18.986788447405832,8.64457246977784,SmartGrid
0.0,54.0,IEC61850,0.9864339879724452,1000.0,DER,1,Control,1,2024-01-03 07:34:11,0.000554001929284781,5.217415880895516,0.13206799766652066,SmartGrid
49.363522148132326,3053364.0,Modbus,68.15761621406094,1000.0,Substation,0,Status,3,2024-01-03 07:34:12,0.0005529257484474829,98.5802942244948,3.3640930400661673,SmartGrid
0.000841679573059,55.75,IEC61850,20.740080062291256,1000.0,IED,1,Measurement,3,2024-01-03 07:34:13,0.0009557101424219094,61.9543391561429,1.3997427165862375,SmartGrid
0.0,54.0,Modbus,4.1046160862083045,1000.0,IED,0,Control,3,2024-01-03 07:34:14,0.000975153240191174,88.25205627226477,7.853762817363132,SmartGrid
0.0,0.74,IEC61850,32.708906760247594,1000.0,SmartMeter,0,Control,4,2024-01-03 07:34:15,2.50059780313866e-05,58.017103289189656,7.347669945182939,SmartGrid
0.0,0.0,Modbus,2.627952943378004,1000.0,Substation,1,Status,4,2024-01-03 07:34:16,0.0008781432797808656,82.57706783837118,1.7990903287977011,SmartGrid
0.0,54.0,Modbus,3.1311868465642267,1000.0,Substation,0,Configuration,2,2024-01-03 07:34:17,0.0005036145196953542,75.59914355649332,8.976802645358834,SmartGrid
0.0,54.0,IEC61850,100.0,1000.0,IED,0,Measurement,3,2024-01-03 07:34:18,0.0005406081609013025,22.971196414376426,6.545174397459358,SmartGrid
0.0,54.0,IEC61850,19.838728597105284,1000.0,IED,0,Measurement,3,2024-01-03 07:34:19,0.00022599728658620144,68.91341239629344,9.680152737442027,SmartGrid
0.0,52.92,DNP3,5.963347831625689,1000.0,Substation,1,Status,3,2024-01-03 07:34:20,0.00028917681597730383,2.4180991685162523,4.894233720035878,SmartGrid
0.0,54.0,Modbus,19.8231078905753,1000.0,SmartMeter,0,Event,4,2024-01-03 07:34:21,0.0007078012305570177,13.237263771865148,0.5344146935108585,SmartGrid
0.1331498908996582,16.7,IEC61850,72.98038254939274,1000.0,Substation,0,Configuration,3,2024-01-03 07:34:22,0.00018438000260028077,32.85286179507001,5.477922463972197,SmartGrid
0.277026469707489,33270.0,IEC61850,100.0,1000.0,IED,0,Control,2,2024-01-03 07:34:23,1.983055493303465e-06,98.5703255395735,4.061160069312352,SmartGrid
0.0421358108520507,11.98,DNP3,5.625597395156103,1000.0,Substation,1,Control,2,2024-01-03 07:34:24,6.3084296967932385e-06,51.62408380337291,1.2836446478870966,SmartGrid
0.0,54.0,IEC61850,3.0741675282767726,1000.0,Substation,1,Event,1,2024-01-03 07:34:25,0.0005340149983250777,21.3285613704989,6.390286607638426,SmartGrid
1.75270733833313,128811.9,DNP3,63.22326628273305,1000.0,Substation,1,Status,1,2024-01-03 07:34:26,0.0004974835408635273,37.86769579108737,5.360766406274684,SmartGrid
0.0153194284439086,20839.5,IEC61850,100.0,1000.0,IED,0,Control,4,2024-01-03 07:34:27,0.0002176481086681238,96.48270249931853,2.63846714814554,SmartGrid
0.0,81.0,DNP3,18.889479961759008,1000.0,RTU,0,Configuration,2,2024-01-03 07:34:28,0.0008956710320142327,68.8742021549643,1.1472456323014257,SmartGrid
0.0,54.0,IEC61850,0.8926273769305249,1000.0,RTU,1,Status,1,2024-01-03 07:34:29,0.00013054066565881828,98.00858603778168,1.7110177175845331,SmartGrid
0.0,0.0,IEC61850,15.06160843015479,1000.0,RTU,0,Status,3,2024-01-03 07:34:30,0.00040800305352197986,46.442101564936486,4.428218025458226,SmartGrid
0.0,54.0,Modbus,1.2237564265167686,1000.0,DER,0,Configuration,1,2024-01-03 07:34:31,0.0006013180689029236,64.13666003722854,4.300152310197553,SmartGrid
0.0,0.0,IEC61850,2.82469505179916,1000.0,Substation,1,Status,4,2024-01-03 07:34:32,0.0009814953819304332,46.84858783320893,2.1185555618609486,SmartGrid
4.2556596279144285,268.8,Modbus,1.1631611767474774,1000.0,IED,1,Measurement,3,2024-01-03 07:34:33,0.00015655257406318492,30.426047973756376,4.641363866315436,SmartGrid
0.5863982701301574,128.31,Modbus,8.320453793622244,1000.0,SmartMeter,0,Status,2,2024-01-03 07:34:34,0.0007666688352743401,71.36827875398095,2.6758299095183045,SmartGrid
0.0,0.0,Modbus,74.60453037593048,1000.0,IED,0,Measurement,2,2024-01-03 07:34:35,0.0009036252700961947,47.28611126887687,7.861465124516016,SmartGrid
0.0,0.0,IEC60870-5,32.94792656774103,1000.0,SmartMeter,0,Configuration,1,2024-01-03 07:34:36,1.067184422410894e-05,0.3617019277085798,8.080933839887079,SmartGrid
2.145550558567047,108.0,IEC61850,1.0138345397261836,1000.0,IED,0,Event,4,2024-01-03 07:34:37,0.0008135111103560622,18.494563479877467,7.649317196945483,SmartGrid
0.0049447512626647,7425.0,DNP3,100.0,1000.0,IED,1,Status,1,2024-01-03 07:34:38,0.0007819631054958938,59.52983574140538,1.1264646968231917,SmartGrid
1.2663965225219729,110.16,IEC61850,1.2315565325158735,1000.0,IED,0,Status,4,2024-01-03 07:34:39,9.666117562211429e-05,45.433495491498086,2.7727998107996243,SmartGrid
0.0016505217552185,744.69,IEC61850,9.374860303367324,1000.0,Substation,0,Status,1,2024-01-03 07:34:40,0.00046650090937665846,33.56585756453383,6.72742317327952,SmartGrid
0.0189023208618164,9.24,IEC61850,4.659998497684357,1000.0,RTU,1,Status,2,2024-01-03 07:34:41,0.0008684847868102678,9.44233240991248,8.309877880535193,SmartGrid
5.125526530742645,108.0,IEC60870-5,0.3902038413827402,1000.0,DER,0,Configuration,3,2024-01-03 07:34:42,0.00019870304777157155,8.488778667756424,0.8735305773315027,SmartGrid
0.0,54.0,IEC61850,2.6944902778056923,1000.0,RTU,1,Status,3,2024-01-03 07:34:43,0.0009182426911004628,38.49368714512358,4.612881377942866,SmartGrid
0.0,0.0,IEC61850,33.14566077099451,1000.0,Substation,0,Control,1,2024-01-03 07:34:44,0.0005955137931835393,42.45768430334841,2.65358810870562,SmartGrid
0.0,54.0,IEC61850,0.7764528580196685,1000.0,IED,1,Control,2,2024-01-03 07:34:45,0.0009887209037936868,81.42312956890349,3.114951740682108,SmartGrid
0.0,0.0,IEC61850,1.790992949063523,1000.0,SmartMeter,0,Status,2,2024-01-03 07:34:46,2.4627691297988475e-05,59.36160755544449,8.874074361013827,SmartGrid
0.0,0.0,IEC61850,1.3029053164173976,1000.0,SmartMeter,1,Event,1,2024-01-03 07:34:47,0.00031462961517399803,6.788083669256939,1.1602952077993844,SmartGrid
0.0,54.0,Modbus,36.07956886577808,1000.0,Substation,0,Event,3,2024-01-03 07:34:48,0.0004929029301221973,16.31824292042754,6.71773783955358,SmartGrid
43.68140289783478,46212.2,IEC61850,3.4583950156886822,1000.0,IED,1,Status,3,2024-01-03 07:34:49,0.0009186311537731842,17.376709413518256,8.221364482342898,SmartGrid
1.399207773208618,549.7,Modbus,1.7040501188720152,1000.0,RTU,0,Control,3,2024-01-03 07:34:50,0.0008451196344610127,30.66774684240058,8.040577704926674,SmartGrid
0.0,54.0,DNP3,19.71615309982777,1000.0,IED,1,Status,3,2024-01-03 07:34:51,0.00048249007815891155,46.63830288081358,1.8799406427285803,SmartGrid
0.2877045392990112,538039.26,IEC61850,100.0,1000.0,SmartMeter,0,Measurement,2,2024-01-03 07:34:52,6.192081768384928e-06,2.590780540266069,9.720259430360038,SmartGrid
2.2780969524383545,137.28,IEC61850,0.9746017659411176,1000.0,RTU,0,Status,3,2024-01-03 07:34:53,0.0009540811654687496,69.38971515787784,4.183177247769977,SmartGrid
0.0363743710517883,55.7,DNP3,7.274427087435672,1000.0,DER,1,Measurement,1,2024-01-03 07:34:54,0.00047946280077332417,38.7449499299613,4.120713521898641,SmartGrid
2.26844402551651,477882.09,IEC60870-5,100.0,1000.0,RTU,0,Event,4,2024-01-03 07:34:55,0.0002724224629695838,74.63264845155419,2.3609015427540623,SmartGrid
0.0,0.0,IEC61850,2.2854432408004324,1000.0,RTU,1,Event,2,2024-01-03 07:34:56,0.0007628099066741681,44.58538432752606,1.037670434279595,SmartGrid
0.0415517544746398,7926.62,IEC61850,100.0,1000.0,RTU,0,Measurement,3,2024-01-03 07:34:57,0.0006543481280461218,64.79013693759289,2.1044878864885974,SmartGrid
0.2501668286323547,33469.0,IEC61850,100.0,1000.0,SmartMeter,1,Control,3,2024-01-03 07:34:58,0.00012419566478769707,57.4354415463244,4.9389378253044525,SmartGrid
0.0,0.0,IEC61850,3.2478850269052613,1000.0,Substation,1,Status,2,2024-01-03 07:34:59,0.0006813519689486576,0.049274498804385836,3.6723422322039068,SmartGrid
0.0,54.0,IEC61850,1.6623258033397883,1000.0,IED,0,Event,4,2024-01-03 07:35:00,0.00047446864893599595,35.839150933085925,1.7385736129499352,SmartGrid
0.0356407952308654,11355.0,Modbus,100.0,1000.0,IED,1,Status,1,2024-01-03 07:35:01,0.00046625888397521767,48.617719241227164,0.5090491447961576,SmartGrid
0.0,0.0,IEC61850,3.977795570447236,1000.0,SmartMeter,0,Measurement,1,2024-01-03 07:35:02,0.0004906520924542624,43.38647528568282,9.688585555327089,SmartGrid
36.54027662277222,2022327.1,IEC61850,66.45188379967058,1000.0,RTU,0,Status,2,2024-01-03 07:35:03,0.0009216050647731089,50.27924257688002,5.230499737584314,SmartGrid
0.0,0.0,DNP3,1.5020695061215965,1000.0,Substation,1,Control,2,2024-01-03 07:35:04,0.00014476215052551124,34.93532846390829,5.091405916229226,SmartGrid
0.0,0.0,IEC61850,1.417555550698779,1000.0,IED,0,Status,4,2024-01-03 07:35:05,0.0005194115318040959,10.587525380181805,2.1036281077097394,SmartGrid
0.0055273389816284,69.12,IEC61850,100.0,1000.0,RTU,0,Measurement,2,2024-01-03 07:35:06,0.00013920444033815283,76.43946887122266,9.28711700963811,SmartGrid
0.0,55.22,IEC61850,2.7044462154682587,1000.0,RTU,1,Measurement,4,2024-01-03 07:35:07,0.0007135944441388243,27.135354722116123,0.645244516586656,SmartGrid
0.0,54.0,IEC61850,2.009557402387338,1000.0,RTU,0,Measurement,3,2024-01-03 07:35:08,0.0009610691140291799,67.90777516919299,7.746747303722458,SmartGrid
0.0,0.0,DNP3,89.11821011590474,1000.0,RTU,0,Control,1,2024-01-03 07:35:09,0.000397094610322395,88.57683457493711,8.023789920852709,SmartGrid
0.0720204305648803,8472.0,Modbus,100.0,1000.0,IED,0,Event,2,2024-01-03 07:35:10,0.0005797127420231799,7.078964793286735,0.12173973736186672,SmartGrid
0.0,54.0,IEC61850,9.38226491233564,1000.0,Substation,1,Control,4,2024-01-03 07:35:11,0.0001984443744182749,67.58817367519352,8.758054346588924,SmartGrid
21.84946591854096,997927.7,IEC61850,42.98371341044559,1000.0,Substation,0,Measurement,2,2024-01-03 07:35:12,0.00033242028809542647,41.69203297680147,5.090990966343954,SmartGrid
0.0,54.0,IEC61850,18.200020828270905,1000.0,Substation,1,Status,1,2024-01-03 07:35:13,0.0008661226543694896,33.09738440288565,4.132159415422142,SmartGrid
0.0,54.0,IEC61850,3.1123780906640133,1000.0,Substation,0,Measurement,2,2024-01-03 07:35:14,0.0002955850315715679,27.15902987409695,2.6404343156624344,SmartGrid
0.0,54.0,IEC61850,0.9917798272795032,1000.0,RTU,1,Control,4,2024-01-03 07:35:15,0.0009970480872121142,10.834721155052996,4.585020469983965,SmartGrid
0.0,53.46,IEC61850,8.720030187329844,1000.0,IED,0,Status,3,2024-01-03 07:35:16,0.0005689895383544209,4.683182337799119,3.5087007357143762,SmartGrid
0.0,54.0,Modbus,21.868373226554155,1000.0,RTU,1,Measurement,1,2024-01-03 07:35:17,0.00045086509987753387,54.62466987280894,6.2297951837051215,SmartGrid
0.0,54.0,IEC61850,2.286283673770858,1000.0,IED,1,Status,2,2024-01-03 07:35:18,0.0006645947951168852,65.26594111136804,6.012407850170275,SmartGrid
0.0002683591842651,162.18,IEC61850,60.60479767761973,1000.0,IED,1,Status,2,2024-01-03 07:35:19,1.0933450444236991e-05,7.219031258609887,8.775367353706612,SmartGrid
0.0,0.0,IEC61850,0.2283541695039866,1000.0,Substation,0,Control,4,2024-01-03 07:35:20,0.00014064149980196574,47.96512295187616,3.213605400797457,SmartGrid
0.0099671602249145,13775.0,IEC61850,100.0,1000.0,DER,1,Status,3,2024-01-03 07:35:21,0.000699730985445976,0.5018833381647103,6.3888480205154075,SmartGrid
0.0088018655776977,4075.0,IEC61850,100.0,1000.0,Substation,0,Control,1,2024-01-03 07:35:22,0.00047733901986640173,37.35043785085313,5.194360818704587,SmartGrid
4.816642305850983,108.0,DNP3,0.4152270165934045,1000.0,RTU,0,Measurement,2,2024-01-03 07:35:23,0.0007825638259379551,94.55082323066712,4.1698817111031525,SmartGrid
0.0,54.0,DNP3,1.587466809530847,1000.0,RTU,0,Measurement,3,2024-01-03 07:35:24,0.0009965616347177352,57.08500523152323,1.378296893294736,SmartGrid
0.0,0.0,IEC61850,3.098838315385534,1000.0,Substation,0,Control,1,2024-01-03 07:35:25,0.0005332633155736032,13.860042572067643,0.8219719542968906,SmartGrid
0.0,54.2,DNP3,2.9789415320337294,1000.0,Substation,0,Configuration,4,2024-01-03 07:35:26,0.0008465185763357926,44.405271458618955,3.0987005391958555,SmartGrid
0.0430310654640197,31036.5,Modbus,100.0,1000.0,SmartMeter,1,Status,3,2024-01-03 07:35:27,0.00030960921029208645,26.857649440806554,1.6644985508267796,SmartGrid
0.0,54.0,IEC60870-5,32.658415706671754,1000.0,Substation,0,Measurement,4,2024-01-03 07:35:28,0.0009479680633386835,82.53997634821634,8.396180059166351,SmartGrid
0.0,54.0,Modbus,1.954121539506944,1000.0,RTU,0,Status,2,2024-01-03 07:35:29,0.0009766370846082193,67.83764227068649,1.7492424116768102,SmartGrid
0.0,54.0,IEC60870-5,100.0,1000.0,SmartMeter,1,Event,3,2024-01-03 07:35:30,0.0009376829009439582,78.74730256273035,5.373444491295859,SmartGrid
6.880422849655151,112.23,DNP3,0.4670857238718046,1000.0,Substation,0,Status,2,2024-01-03 07:35:31,0.0009620249375431375,23.29630422364266,8.491632803924654,SmartGrid
1.1748020458221435,108.0,IEC61850,1.702417617911398,1000.0,IED,0,Control,2,2024-01-03 07:35:32,0.0003591947635793198,79.10048326867967,5.231859789579979,SmartGrid
0.0090648698806762,57.67,Modbus,13.645107477271194,1000.0,IED,1,Control,3,2024-01-03 07:35:33,0.0008043382349216441,68.08567509245616,1.1371715851936615,SmartGrid
0.0,54.0,DNP3,14.254461418205915,1000.0,RTU,0,Measurement,2,2024-01-03 07:35:34,0.0007959261339274966,59.71420097104792,0.34292851333918684,SmartGrid
0.0525976514816284,49716.75,IEC61850,100.0,1000.0,RTU,1,Control,2,2024-01-03 07:35:35,0.0009061912175988348,24.034167263535988,2.237281322068293,SmartGrid
0.0,0.0,IEC61850,0.0,1000.0,Substation,1,Measurement,4,2024-01-03 07:35:36,0.000901338899474675,67.3784494388743,3.1208915254339087,SmartGrid
0.0,54.2,Modbus,38.934807026446656,1000.0,Substation,0,Status,1,2024-01-03 07:35:37,0.0006234658014852979,89.00927369285881,4.254968298103751,SmartGrid
3.845759298801422,90.18,DNP3,0.3228202313750451,1000.0,RTU,1,Status,2,2024-01-03 07:35:38,0.0005195462513031917,94.04165432883153,6.947981542284419,SmartGrid
1.3755713868141175,122.04,DNP3,1.3772829311728014,1000.0,RTU,0,Event,4,2024-01-03 07:35:39,0.00012012143531225384,62.21213070357123,3.0573354558106502,SmartGrid
0.1627811455726623,42575.0,IEC61850,100.0,1000.0,Substation,1,Control,3,2024-01-03 07:35:40,0.0008311818838004043,13.002397240582376,9.500326310038886,SmartGrid
0.0,54.0,Modbus,39.10043814673253,1000.0,Substation,0,Status,1,2024-01-03 07:35:41,0.0007734998137864732,17.31601874291975,3.8014284421605513,SmartGrid
0.0231918430328369,13634.74,DNP3,100.0,1000.0,IED,1,Measurement,4,2024-01-03 07:35:42,9.450807122749482e-07,94.87971078166649,2.744621174317131,SmartGrid
0.0,0.0,DNP3,100.0,1000.0,RTU,1,Measurement,4,2024-01-03 07:35:43,0.000559591175081583,34.12365847083538,6.666065415884401,SmartGrid
7.265025496482849,1138.2,IEC60870-5,14.283712727031467,1000.0,IED,1,Event,3,2024-01-03 07:35:44,0.0008965764694799688,25.049191191893872,9.925962423836545,SmartGrid
76.0642310142517,79567.2,Modbus,7.148593546901329,1000.0,IED,1,Status,3,2024-01-03 07:35:45,0.0005548156324793273,36.28381391008293,5.085763700916781,SmartGrid
0.0,54.67,Modbus,28.264170650925067,1000.0,IED,1,Measurement,2,2024-01-03 07:35:46,0.0008815501068625885,61.900976449881874,1.2029235855770914,SmartGrid
4.760798840522766,108.0,DNP3,0.4200975810357999,1000.0,Substation,0,Status,1,2024-01-03 07:35:47,0.0006960123422060855,41.75473330208755,0.5625244502273741,SmartGrid
0.0562740206718444,10.56,IEC60870-5,3.178924710932597,1000.0,RTU,0,Measurement,3,2024-01-03 07:35:48,0.000505082155530021,26.125603767962215,9.362932604862982,SmartGrid
0.0,54.0,IEC61850,25.855891898889453,1000.0,SmartMeter,0,Measurement,1,2024-01-03 07:35:49,1.333495667007345e-05,76.2579700112703,4.692819352293077,SmartGrid
0.0,54.0,DNP3,3.693098140359609,1000.0,Substation,0,Measurement,1,2024-01-03 07:35:50,0.0009084542836895428,84.76302024563877,6.2263482066531175,SmartGrid
0.0196159696578979,54.96,Modbus,7.485452888413601,1000.0,SmartMeter,1,Control,3,2024-01-03 07:35:51,0.0007841379929172532,29.75868526422152,5.626642128212742,SmartGrid
2.550545375347137,227.88,IEC61850,12.189216175171117,1000.0,DER,0,Control,1,2024-01-03 07:35:52,0.0006010805373212502,15.852421824927266,3.115374301995033,SmartGrid
0.0,0.0,IEC61850,2.5386805991433024,1000.0,RTU,1,Status,2,2024-01-03 07:35:53,0.00017740625899576967,7.548573559989224,2.7977240096608447,SmartGrid
0.0794648814201355,65.09,IEC61850,2.7130827968008946,1000.0,Substation,0,Status,4,2024-01-03 07:35:54,0.00022216846773665257,85.61273501388908,2.5942175174288797,SmartGrid
0.0227936959266662,15840.0,IEC61850,100.0,1000.0,RTU,0,Status,3,2024-01-03 07:35:55,0.0009696978361094323,92.94652106417253,4.9995464593929935,SmartGrid
0.0920157766342163,20564.0,DNP3,100.0,1000.0,Substation,1,Measurement,2,2024-01-03 07:35:56,0.00047066032423652806,81.67529890394837,3.47326325335954,SmartGrid
0.0,54.0,DNP3,16.599436040011476,1000.0,Substation,1,Event,1,2024-01-03 07:35:57,0.0007658702811778274,57.816816635780654,7.705452088928753,SmartGrid
2.819785463809967,108.0,DNP3,0.7092739051779184,1000.0,Substation,1,Event,1,2024-01-03 07:35:58,0.0005312861320307015,94.6552508342144,6.112662183632001,SmartGrid
